Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
200284,Lieutenant,Rysa Kell,Tactical Systems,Planetary Surface,Graduate,75.53,"Div Officer RS Genesis (13 APR 2018 - 13 OCT 2022), Instructor - Systems Design College / Post 4 (13 OCT 2022 -  )",Tactical Systems Specialization Course (13 OCT 2017 - 13 APR 2018),"Lieutenant (jg)(13 OCT 2017 - 13 OCT 2022), Lieutenant(13 OCT 2022 -  )",1,12/12/1938,Instructor - Systems Design College / Post 4,13-Oct-22
200285,Lieutenant,Halan Reeves,Engineering,Galactic,Cadet,75.4,"Div Officer ISS Prometheus (14 AUG 2013 - 14 FEB 2018), Instructor - Starfleet Science Academy / Post 2 (14 FEB 2018 -  )",Engineering Specialization Course (14 FEB 2013 - 14 AUG 2013),"Lieutenant (jg)(14 FEB 2013 - 14 FEB 2018), Lieutenant(14 FEB 2018 -  )",0,12/12/1938,Instructor - Starfleet Science Academy / Post 2,14-Feb-18
200286,Lieutenant,Xan Korin,Tactical Systems,Deep Space,Cadet,78.16,"Div Officer USS Prometheus (22 MAY 2017 - 22 NOV 2021), Instructor - Enlisted Technical School / Post 2 (22 NOV 2021 -  )",Tactical Systems Specialization Course (22 NOV 2016 - 22 MAY 2017),"Lieutenant (jg)(22 NOV 2016 - 22 NOV 2021), Lieutenant(22 NOV 2021 -  )",0,19/12/1937,Instructor - Enlisted Technical School / Post 2,22-Nov-21
200287,Lieutenant,Xan Korin,Tactical Systems,Near Earth,Cadet,78.97,"Div Officer SS Meridian (19 MAR 2017 - 19 SEP 2021), Instructor - Advanced Systems College / Post 2 (19 SEP 2021 -  )",Tactical Systems Specialization Course (19 SEP 2016 - 19 MAR 2017),"Lieutenant (jg)(19 SEP 2016 - 19 SEP 2021), Lieutenant(19 SEP 2021 -  )",0,14/03/1935,Instructor - Advanced Systems College / Post 2,19-Sep-21
200288,Lieutenant,Rian Janus,Tactical Systems,Planetary Surface,Cadet,74.21,"Div Officer SS Meridian (27 JUN 2018 - 27 DEC 2022), Staff Officer SFHQ - Doctrine and Development / Post 1 (27 DEC 2022 -  )",Tactical Systems Specialization Course (27 DEC 2017 - 27 JUN 2018),"Lieutenant (jg)(27 DEC 2017 - 27 DEC 2022), Lieutenant(27 DEC 2022 -  )",0,18/01/1937,Staff Officer SFHQ - Doctrine and Development / Post 1,27-Dec-22
200289,Lieutenant,Nyota Duran,Tactical Systems,Planetary Surface,Cadet,74.27,"Div Officer SS Gateway (21 APR 2017 - 21 OCT 2021), Staff Officer SFHQ - Fleet Readiness / Post 1 (21 OCT 2021 -  )",Tactical Systems Specialization Course (21 OCT 2016 - 21 APR 2017),"Lieutenant (jg)(21 OCT 2016 - 21 OCT 2021), Lieutenant(21 OCT 2021 -  )",0,19/06/1938,Staff Officer SFHQ - Fleet Readiness / Post 1,21-Oct-21
200290,Lieutenant,Torin Duran,Tactical Systems,Planetary Surface,Cadet,75.76,"Div Officer USS Tempest (04 JUN 2014 - 04 DEC 2018), Instructor - Advanced Systems College / Post 3 (04 DEC 2018 -  )",Tactical Systems Specialization Course (04 DEC 2013 - 04 JUN 2014),"Lieutenant (jg)(04 DEC 2013 - 04 DEC 2018), Lieutenant(04 DEC 2018 -  )",0,14/10/1940,Instructor - Advanced Systems College / Post 3,04-Dec-18
200291,Lieutenant,Xan Merrin,Engineering,Deep Space,Cadet,70.99,"Div Officer ISS Daedalus (02 MAR 2015 - 02 SEP 2019), Instructor - Starfleet Hull School / Post 3 (02 SEP 2019 -  )",Engineering Specialization Course (02 SEP 2014 - 02 MAR 2015),"Lieutenant (jg)(02 SEP 2014 - 02 SEP 2019), Lieutenant(02 SEP 2019 -  )",0,09/12/1941,Instructor - Starfleet Hull School / Post 3,02-Sep-19
200292,Lieutenant,Jorah Janus,Hull Systems,Planetary Surface,Graduate,72.25,"Staff Officer R&D - Stealth Systems (03 FEB 2014 - 03 AUG 2018), Staff Officer R&D - Structural Materials / Post 1 (03 AUG 2018 -  )",Hull Systems Specialization Course (03 AUG 2013 - 03 FEB 2014),"Lieutenant (jg)(03 AUG 2013 - 03 AUG 2018), Lieutenant(03 AUG 2018 -  )",0,23/12/1945,Staff Officer R&D - Structural Materials / Post 1,03-Aug-18
200293,Lieutenant,Jarek Orrel,Engineering,Galactic,Cadet,78.3,"Div Officer USS Aegis (06 SEP 2016 - 06 MAR 2021), Instructor - Starfleet Engineering Academy / Post 2 (06 MAR 2021 -  )",Engineering Specialization Course (06 MAR 2016 - 06 SEP 2016),"Lieutenant (jg)(06 MAR 2016 - 06 MAR 2021), Lieutenant(06 MAR 2021 -  )",0,25/07/1940,Instructor - Starfleet Engineering Academy / Post 2,06-Mar-21
200294,Lieutenant,Lirin Merrin,Engineering,Planetary Surface,Cadet,74.53,"Div Officer ISS Horizon (13 MAR 2017 - 13 SEP 2021), Instructor - Enlisted Technical School / Post 3 (13 SEP 2021 -  )",Engineering Specialization Course (13 SEP 2016 - 13 MAR 2017),"Lieutenant (jg)(13 SEP 2016 - 13 SEP 2021), Lieutenant(13 SEP 2021 -  )",0,18/06/1939,Instructor - Enlisted Technical School / Post 3,13-Sep-21
200295,Lieutenant,Vera Merrin,Tactical Systems,Deep Space,Direct Enlist,72.26,"Staff Officer SFHQ - Operations Analysis (12 OCT 2016 - 12 OCT 2021), Dy Manager Systems Maintenance Group Sigma / Post 2 (12 OCT 2021 -  )",,"Lieutenant (jg)(12 OCT 2016 - 12 OCT 2021), Lieutenant(12 OCT 2021 -  )",0,23/02/1941,Dy Manager Systems Maintenance Group Sigma / Post 2,12-Oct-21
200296,Lieutenant,Nyota Neris,Engineering,Planetary Surface,Graduate,75.43,"Div Officer USS Vanguard (10 MAR 2015 - 10 SEP 2019), Instructor - Fleet Technical Training Center / Post 2 (10 SEP 2019 -  )",Engineering Specialization Course (10 SEP 2014 - 10 MAR 2015),"Lieutenant (jg)(10 SEP 2014 - 10 SEP 2019), Lieutenant(10 SEP 2019 -  )",0,05/02/1936,Instructor - Fleet Technical Training Center / Post 2,10-Sep-19
200297,Lieutenant,Lara Sonar,Tactical Systems,Planetary Surface,Cadet,70,"Div Officer SS Pioneer (21 JAN 2014 - 21 JUL 2018), Staff Officer Field HQ - Tactical Systems / Post 3 (21 JUL 2018 -  )",Tactical Systems Specialization Course (21 JUL 2013 - 21 JAN 2014),"Lieutenant (jg)(21 JUL 2013 - 21 JUL 2018), Lieutenant(21 JUL 2018 -  )",0,19/01/1935,Staff Officer Field HQ - Tactical Systems / Post 3,21-Jul-18
200298,Lieutenant,Bren Riker,Engineering,Galactic,Cadet,73.11,"Div Officer RS Nova (08 MAR 2015 - 08 SEP 2019), Instructor - Starfleet Science Academy / Post 3 (08 SEP 2019 -  )",Engineering Specialization Course (08 SEP 2014 - 08 MAR 2015),"Lieutenant (jg)(08 SEP 2014 - 08 SEP 2019), Lieutenant(08 SEP 2019 -  )",0,30/11/1937,Instructor - Starfleet Science Academy / Post 3,08-Sep-19
200299,Lieutenant,Marek Bex,Tactical Systems,Planetary Surface,Direct Enlist,70,"Asst Manager Fleet Maintenance Wing Beta (07 JUL 2016 - 07 JUL 2021), Asst Manager Systems Maintenance Group Sigma / Post 3 (07 JUL 2021 -  )",,"Lieutenant (jg)(07 JUL 2016 - 07 JUL 2021), Lieutenant(07 JUL 2021 -  )",0,03/06/1931,Asst Manager Systems Maintenance Group Sigma / Post 3,07-Jul-21
200300,Lieutenant,Jorah Pax,Engineering,Planetary Surface,Cadet,71.76,"Div Officer SS Prometheus (22 MAR 2015 - 22 SEP 2019), Instructor - Advanced Systems College / Post 4 (22 SEP 2019 -  )",Engineering Specialization Course (22 SEP 2014 - 22 MAR 2015),"Lieutenant (jg)(22 SEP 2014 - 22 SEP 2019), Lieutenant(22 SEP 2019 -  )",0,12/01/1936,Instructor - Advanced Systems College / Post 4,22-Sep-19
200301,Lieutenant,Korr Riker,Engineering,Planetary Surface,Graduate,75.51,"Div Officer SS Genesis (02 NOV 2015 - 02 MAY 2020), Instructor - Enlisted Technical School / Post 4 (02 MAY 2020 -  )",Engineering Specialization Course (02 MAY 2015 - 02 NOV 2015),"Lieutenant (jg)(02 MAY 2015 - 02 MAY 2020), Lieutenant(02 MAY 2020 -  )",0,11/04/1935,Instructor - Enlisted Technical School / Post 4,02-May-20
200302,Lieutenant,Tuvok Neris,Engineering,Near Earth,Cadet,71.32,"Div Officer USS Valiant (12 JAN 2014 - 12 JUL 2018), Asst Manager Dockyard Complex Two / Post 5 (12 JUL 2018 -  )",Engineering Specialization Course (12 JUL 2013 - 12 JAN 2014),"Lieutenant (jg)(12 JUL 2013 - 12 JUL 2018), Lieutenant(12 JUL 2018 -  )",0,17/10/1936,Asst Manager Dockyard Complex Two / Post 5,12-Jul-18
200303,Lieutenant,Soren Hoss,Tactical Systems,Near Earth,Cadet,70,"Div Officer CS Nova (14 DEC 2013 - 14 JUN 2018), Instructor - Starfleet Engineering Academy / Post 3 (14 JUN 2018 -  )",Tactical Systems Specialization Course (14 JUN 2013 - 14 DEC 2013),"Lieutenant (jg)(14 JUN 2013 - 14 JUN 2018), Lieutenant(14 JUN 2018 -  )",0,02/12/1933,Instructor - Starfleet Engineering Academy / Post 3,14-Jun-18
200304,Lieutenant,Halan Voss,Engineering,Deep Space,Cadet,70.46,"Div Officer CS Titan (08 NOV 2015 - 08 MAY 2020), Instructor - Warp Technology Institute / Post 4 (08 MAY 2020 -  )",Engineering Specialization Course (08 MAY 2015 - 08 NOV 2015),"Lieutenant (jg)(08 MAY 2015 - 08 MAY 2020), Lieutenant(08 MAY 2020 -  )",0,23/03/1948,Instructor - Warp Technology Institute / Post 4,08-May-20
200305,Lieutenant,Korr Zal,Engineering,Deep Space,Cadet,79.68,"Div Officer ISS Titan (18 JUN 2016 - 18 DEC 2020), Instructor - Enlisted Technical School / Post 5 (18 DEC 2020 -  )",Engineering Specialization Course (18 DEC 2015 - 18 JUN 2016),"Lieutenant (jg)(18 DEC 2015 - 18 DEC 2020), Lieutenant(18 DEC 2020 -  )",0,06/05/1937,Instructor - Enlisted Technical School / Post 5,18-Dec-20
200306,Lieutenant,Ari Reeves,Tactical Systems,Planetary Surface,Direct Enlist,73.67,"Asst Manager Systems Maintenance Group Sigma (12 MAR 2017 - 12 MAR 2022), Asst Manager Systems Maintenance Group Sigma / Post 4 (12 MAR 2022 -  )",,"Lieutenant (jg)(12 MAR 2017 - 12 MAR 2022), Lieutenant(12 MAR 2022 -  )",0,20/07/1943,Asst Manager Systems Maintenance Group Sigma / Post 4,12-Mar-22
200307,Lieutenant,Orin Lor,Engineering,Planetary Surface,Direct Enlist,71.04,"Asst Manager Dockyard Complex One (04 JAN 2016 - 04 JAN 2021), Dy Manager Fleet Maintenance Wing Beta / Post 2 (04 JAN 2021 -  )",,"Lieutenant (jg)(04 JAN 2016 - 04 JAN 2021), Lieutenant(04 JAN 2021 -  )",0,24/06/1939,Dy Manager Fleet Maintenance Wing Beta / Post 2,04-Jan-21
200308,Lieutenant,Rysa Orrel,Engineering,Planetary Surface,Graduate,70,"Div Officer USS Odyssey (27 FEB 2017 - 27 AUG 2021), Instructor - Warp Technology Institute / Post 5 (27 AUG 2021 -  )",Engineering Specialization Course (27 AUG 2016 - 27 FEB 2017),"Lieutenant (jg)(27 AUG 2016 - 27 AUG 2021), Lieutenant(27 AUG 2021 -  )",0,18/04/1942,Instructor - Warp Technology Institute / Post 5,27-Aug-21
200309,Lieutenant,Sel Orrel,Engineering,Deep Space,Graduate,74.85,"Div Officer RS Atlantis (13 MAY 2016 - 13 NOV 2020), Instructor - Starfleet Engineering Academy / Post 4 (13 NOV 2020 -  )",Engineering Specialization Course (13 NOV 2015 - 13 MAY 2016),"Lieutenant (jg)(13 NOV 2015 - 13 NOV 2020), Lieutenant(13 NOV 2020 -  )",0,06/01/1944,Instructor - Starfleet Engineering Academy / Post 4,13-Nov-20
200310,Lieutenant,Tuvok Quinn,Tactical Systems,Planetary Surface,Cadet,71.97,"Div Officer USS Tempest (12 MAR 2015 - 12 SEP 2019), Instructor - Warp Technology Institute / Post 6 (12 SEP 2019 -  )",Tactical Systems Specialization Course (12 SEP 2014 - 12 MAR 2015),"Lieutenant (jg)(12 SEP 2014 - 12 SEP 2019), Lieutenant(12 SEP 2019 -  )",0,15/10/1941,Instructor - Warp Technology Institute / Post 6,12-Sep-19
200311,Lieutenant,Vera Vant,Tactical Systems,Deep Space,Cadet,73.85,"Div Officer SS Pioneer (20 MAR 2014 - 20 SEP 2018), Instructor - Enlisted Technical School / Post 6 (20 SEP 2018 -  )",Tactical Systems Specialization Course (20 SEP 2013 - 20 MAR 2014),"Lieutenant (jg)(20 SEP 2013 - 20 SEP 2018), Lieutenant(20 SEP 2018 -  )",0,09/06/1944,Instructor - Enlisted Technical School / Post 6,20-Sep-18
200312,Lieutenant,Quell Cadel,Tactical Systems,Galactic,Cadet,77.27,"Div Officer ISS Atlantis (02 JUL 2014 - 02 JAN 2019), Instructor - Starfleet Engineering Academy / Post 5 (02 JAN 2019 -  )",Tactical Systems Specialization Course (02 JAN 2014 - 02 JUL 2014),"Lieutenant (jg)(02 JAN 2014 - 02 JAN 2019), Lieutenant(02 JAN 2019 -  )",0,14/04/1937,Instructor - Starfleet Engineering Academy / Post 5,02-Jan-19
200313,Lieutenant,Orin Merrin,Engineering,Galactic,Cadet,76.48,"Div Officer CS Daedalus (23 FEB 2016 - 23 AUG 2020), Instructor - Warp Technology Institute / Post 7 (23 AUG 2020 -  )",Engineering Specialization Course (23 AUG 2015 - 23 FEB 2016),"Lieutenant (jg)(23 AUG 2015 - 23 AUG 2020), Lieutenant(23 AUG 2020 -  )",0,12/08/1942,Instructor - Warp Technology Institute / Post 7,23-Aug-20
200314,Lieutenant,Rian Bex,Tactical Systems,Galactic,Cadet,70,"Div Officer CS Horizon (15 MAY 2014 - 15 NOV 2018), Asst Manager Starbase Support Command Delta / Post 5 (15 NOV 2018 -  )",Tactical Systems Specialization Course (15 NOV 2013 - 15 MAY 2014),"Lieutenant (jg)(15 NOV 2013 - 15 NOV 2018), Lieutenant(15 NOV 2018 -  )",1,11/10/1929,Asst Manager Starbase Support Command Delta / Post 5,15-Nov-18
200315,Lieutenant,Soren Lor,Engineering,Planetary Surface,Cadet,71.51,"Div Officer ISS Genesis (23 JUN 2017 - 23 DEC 2021), Instructor - Starfleet Hull School / Post 4 (23 DEC 2021 -  )",Engineering Specialization Course (23 DEC 2016 - 23 JUN 2017),"Lieutenant (jg)(23 DEC 2016 - 23 DEC 2021), Lieutenant(23 DEC 2021 -  )",0,31/08/1930,Instructor - Starfleet Hull School / Post 4,23-Dec-21
200316,Lieutenant,Keelan Vant,Tactical Systems,Planetary Surface,Cadet,70,"Div Officer RS Horizon (16 APR 2018 - 16 OCT 2022), Instructor - Starfleet Science Academy / Post 4 (16 OCT 2022 -  )",Tactical Systems Specialization Course (16 OCT 2017 - 16 APR 2018),"Lieutenant (jg)(16 OCT 2017 - 16 OCT 2022), Lieutenant(16 OCT 2022 -  )",0,14/07/1936,Instructor - Starfleet Science Academy / Post 4,16-Oct-22
200317,Lieutenant,Phlox Tal,Engineering,Planetary Surface,Cadet,70,"Div Officer CS Meridian (27 JAN 2017 - 27 JUL 2021), Instructor - Starfleet Hull School / Post 5 (27 JUL 2021 -  )",Engineering Specialization Course (27 JUL 2016 - 27 JAN 2017),"Lieutenant (jg)(27 JUL 2016 - 27 JUL 2021), Lieutenant(27 JUL 2021 -  )",1,25/06/1934,Instructor - Starfleet Hull School / Post 5,27-Jul-21
200318,Lieutenant,Soren Gant,Tactical Systems,Planetary Surface,Graduate,76,"Div Officer ISS Titan (18 SEP 2013 - 18 MAR 2018), Asst Manager Planetary Repair Depot Two / Post 6 (18 MAR 2018 -  )",Tactical Systems Specialization Course (18 MAR 2013 - 18 SEP 2013),"Lieutenant (jg)(18 MAR 2013 - 18 MAR 2018), Lieutenant(18 MAR 2018 -  )",0,26/12/1942,Asst Manager Planetary Repair Depot Two / Post 6,18-Mar-18
200319,Lieutenant,Xan Hoss,Engineering,Galactic,Graduate,71.38,"Div Officer RS Gateway (04 NOV 2013 - 04 MAY 2018), Instructor - Starfleet Science Academy / Post 5 (04 MAY 2018 -  )",Engineering Specialization Course (04 MAY 2013 - 04 NOV 2013),"Lieutenant (jg)(04 MAY 2013 - 04 MAY 2018), Lieutenant(04 MAY 2018 -  )",0,22/03/1935,Instructor - Starfleet Science Academy / Post 5,04-May-18
200320,Lieutenant,Halan Gant,Tactical Systems,Planetary Surface,Direct Enlist,74.77,"Asst Manager Dockyard Complex One (07 FEB 2013 - 07 FEB 2018), Asst Manager Dockyard Complex Two / Post 6 (07 FEB 2018 -  )",,"Lieutenant (jg)(07 FEB 2013 - 07 FEB 2018), Lieutenant(07 FEB 2018 -  )",0,12/08/1935,Asst Manager Dockyard Complex Two / Post 6,07-Feb-18
200321,Lieutenant,Kara Bex,Engineering,Galactic,Cadet,70,"Div Officer ISS Pioneer (01 FEB 2015 - 01 AUG 2019), Instructor - Fleet Technical Training Center / Post 3 (01 AUG 2019 -  )",Engineering Specialization Course (01 AUG 2014 - 01 FEB 2015),"Lieutenant (jg)(01 AUG 2014 - 01 AUG 2019), Lieutenant(01 AUG 2019 -  )",0,23/10/1936,Instructor - Fleet Technical Training Center / Post 3,01-Aug-19
200322,Lieutenant,Sela Quinn,Engineering,Galactic,Cadet,75.11,"Div Officer RS Atlantis (27 DEC 2017 - 27 JUN 2022), Instructor - Systems Design College / Post 5 (27 JUN 2022 -  )",Engineering Specialization Course (27 JUN 2017 - 27 DEC 2017),"Lieutenant (jg)(27 JUN 2017 - 27 JUN 2022), Lieutenant(27 JUN 2022 -  )",0,16/06/1934,Instructor - Systems Design College / Post 5,27-Jun-22
200323,Lieutenant,Xan Riker,Tactical Systems,Planetary Surface,Cadet,73.32,"Div Officer SS Meridian (21 JUL 2014 - 21 JAN 2019), Asst Manager Systems Maintenance Group Prime / Post 4 (21 JAN 2019 -  )",Tactical Systems Specialization Course (21 JAN 2014 - 21 JUL 2014),"Lieutenant (jg)(21 JAN 2014 - 21 JAN 2019), Lieutenant(21 JAN 2019 -  )",0,30/07/1931,Asst Manager Systems Maintenance Group Prime / Post 4,21-Jan-19
200324,Lieutenant,Quell Sarek,Hull Systems,Galactic,Graduate,70,"Staff Officer R&D - Hull Integrity (26 MAY 2016 - 26 NOV 2020), Staff Officer R&D - Nanotech Repair / Post 3 (26 NOV 2020 -  )",Hull Systems Specialization Course (26 NOV 2015 - 26 MAY 2016),"Lieutenant (jg)(26 NOV 2015 - 26 NOV 2020), Lieutenant(26 NOV 2020 -  )",0,22/04/1936,Staff Officer R&D - Nanotech Repair / Post 3,26-Nov-20
200325,Lieutenant,Marek Quinn,Tactical Systems,Galactic,Graduate,73.88,"Div Officer RS Pioneer (14 APR 2016 - 14 OCT 2020), Instructor - Warp Technology Institute / Post 8 (14 OCT 2020 -  )",Tactical Systems Specialization Course (14 OCT 2015 - 14 APR 2016),"Lieutenant (jg)(14 OCT 2015 - 14 OCT 2020), Lieutenant(14 OCT 2020 -  )",0,22/07/1946,Instructor - Warp Technology Institute / Post 8,14-Oct-20
200326,Lieutenant,T'Len Vant,Engineering,Deep Space,Cadet,79.01,"Div Officer SS Nova (16 APR 2015 - 16 OCT 2019), Instructor - Starfleet Science Academy / Post 6 (16 OCT 2019 -  )",Engineering Specialization Course (16 OCT 2014 - 16 APR 2015),"Lieutenant (jg)(16 OCT 2014 - 16 OCT 2019), Lieutenant(16 OCT 2019 -  )",0,21/08/1939,Instructor - Starfleet Science Academy / Post 6,16-Oct-19
200327,Lieutenant,Halan Tyre,Engineering,Planetary Surface,Graduate,84.58,"Div Officer ISS Titan (20 MAR 2018 - 20 SEP 2022), Instructor - Advanced Systems College / Post 5 (20 SEP 2022 -  )",Engineering Specialization Course (20 SEP 2017 - 20 MAR 2018),"Lieutenant (jg)(20 SEP 2017 - 20 SEP 2022), Lieutenant(20 SEP 2022 -  )",0,17/06/1931,Instructor - Advanced Systems College / Post 5,20-Sep-22
200328,Lieutenant,Korr Gant,Tactical Systems,Planetary Surface,Cadet,70,"Div Officer USS Invictus (17 MAY 2016 - 17 NOV 2020), Instructor - Starfleet Hull School / Post 6 (17 NOV 2020 -  )",Tactical Systems Specialization Course (17 NOV 2015 - 17 MAY 2016),"Lieutenant (jg)(17 NOV 2015 - 17 NOV 2020), Lieutenant(17 NOV 2020 -  )",0,18/04/1944,Instructor - Starfleet Hull School / Post 6,17-Nov-20
200329,Lieutenant,Kara Khan,Tactical Systems,Deep Space,Cadet,72.83,"Div Officer SS Horizon (08 SEP 2017 - 08 MAR 2022), Instructor - Advanced Systems College / Post 6 (08 MAR 2022 -  )",Tactical Systems Specialization Course (08 MAR 2017 - 08 SEP 2017),"Lieutenant (jg)(08 MAR 2017 - 08 MAR 2022), Lieutenant(08 MAR 2022 -  )",0,21/05/1946,Instructor - Advanced Systems College / Post 6,08-Mar-22
200330,Lieutenant,Tuvok Neris,Tactical Systems,Planetary Surface,Cadet,73.53,"Div Officer USS Horizon (05 JUN 2018 - 05 DEC 2022), Instructor - Starfleet Science Academy / Post 7 (05 DEC 2022 -  )",Tactical Systems Specialization Course (05 DEC 2017 - 05 JUN 2018),"Lieutenant (jg)(05 DEC 2017 - 05 DEC 2022), Lieutenant(05 DEC 2022 -  )",0,06/11/1945,Instructor - Starfleet Science Academy / Post 7,05-Dec-22
200331,Lieutenant,Galen Syl,Tactical Systems,Planetary Surface,Cadet,71.2,"Div Officer USS Aurora (27 MAY 2014 - 27 NOV 2018), Instructor - Fleet Technical Training Center / Post 4 (27 NOV 2018 -  )",Tactical Systems Specialization Course (27 NOV 2013 - 27 MAY 2014),"Lieutenant (jg)(27 NOV 2013 - 27 NOV 2018), Lieutenant(27 NOV 2018 -  )",0,28/08/1937,Instructor - Fleet Technical Training Center / Post 4,27-Nov-18
200332,Lieutenant,Sel Marin,Engineering,Galactic,Graduate,77.89,"Div Officer CS Atlantis (04 JUL 2013 - 04 JAN 2018), Instructor - Warp Technology Institute / Post 9 (04 JAN 2018 -  )",Engineering Specialization Course (04 JAN 2013 - 04 JUL 2013),"Lieutenant (jg)(04 JAN 2013 - 04 JAN 2018), Lieutenant(04 JAN 2018 -  )",0,22/12/1940,Instructor - Warp Technology Institute / Post 9,04-Jan-18
200333,Lieutenant,Kara Voss,Engineering,Near Earth,Cadet,72.54,"Div Officer RS Pioneer (27 MAR 2018 - 27 SEP 2022), Instructor - Starfleet Hull School / Post 7 (27 SEP 2022 -  )",Engineering Specialization Course (27 SEP 2017 - 27 MAR 2018),"Lieutenant (jg)(27 SEP 2017 - 27 SEP 2022), Lieutenant(27 SEP 2022 -  )",0,19/08/1945,Instructor - Starfleet Hull School / Post 7,27-Sep-22
200334,Lieutenant,Galen Orrel,Engineering,Galactic,Cadet,70.88,"Div Officer USS Invictus (27 APR 2018 - 27 OCT 2022), Instructor - Enlisted Technical School / Post 7 (27 OCT 2022 -  )",Engineering Specialization Course (27 OCT 2017 - 27 APR 2018),"Lieutenant (jg)(27 OCT 2017 - 27 OCT 2022), Lieutenant(27 OCT 2022 -  )",0,01/03/1936,Instructor - Enlisted Technical School / Post 7,27-Oct-22
200335,Lieutenant,Lara Kell,Tactical Systems,Deep Space,Graduate,81.03,"Div Officer ISS Meridian (28 APR 2016 - 28 OCT 2020), Instructor - Systems Design College / Post 6 (28 OCT 2020 -  )",Tactical Systems Specialization Course (28 OCT 2015 - 28 APR 2016),"Lieutenant (jg)(28 OCT 2015 - 28 OCT 2020), Lieutenant(28 OCT 2020 -  )",0,19/08/1930,Instructor - Systems Design College / Post 6,28-Oct-20
200336,Lieutenant,Marek Merrin,Tactical Systems,Planetary Surface,Cadet,73.56,"Div Officer USS Endeavour (11 JAN 2015 - 11 JUL 2019), Instructor - Starfleet Engineering Academy / Post 6 (11 JUL 2019 -  )",Tactical Systems Specialization Course (11 JUL 2014 - 11 JAN 2015),"Lieutenant (jg)(11 JUL 2014 - 11 JUL 2019), Lieutenant(11 JUL 2019 -  )",0,11/01/1945,Instructor - Starfleet Engineering Academy / Post 6,11-Jul-19
200337,Lieutenant,Soren Pax,Engineering,Planetary Surface,Cadet,71.55,"Div Officer ISS Nova (07 JUN 2015 - 07 DEC 2019), Staff Officer SFHQ - Capability Planning / Post 4 (07 DEC 2019 -  )",Engineering Specialization Course (07 DEC 2014 - 07 JUN 2015),"Lieutenant (jg)(07 DEC 2014 - 07 DEC 2019), Lieutenant(07 DEC 2019 -  )",0,16/06/1938,Staff Officer SFHQ - Capability Planning / Post 4,07-Dec-19
200338,Lieutenant,Lirin Sonar,Engineering,Planetary Surface,Cadet,75.33,"Div Officer USS Vanguard (02 JAN 2014 - 02 JUL 2018), Instructor - Systems Design College / Post 7 (02 JUL 2018 -  )",Engineering Specialization Course (02 JUL 2013 - 02 JAN 2014),"Lieutenant (jg)(02 JUL 2013 - 02 JUL 2018), Lieutenant(02 JUL 2018 -  )",0,08/06/1937,Instructor - Systems Design College / Post 7,02-Jul-18
